KST_ID,ART_ID,DAY_DATE,DAY_SOHBEG,DAY_SOHEND,DAY_QTYPURCH,DAY_QTYTRSFIN,DAY_QTYTRSFOUT,DAY_QTYUSAGE,DAY_QTYSOLD,DAY_QTYPRODUSE,DAY_QTYPROD,DAY_QTYINV,DAY_SOHINV,DAY_INVDATE,DAY_PRICELAST,DAY_PRICEAVG,DAY_PRICELPURCH,DAY_PRICELTRSF,DAY_FLAGEXP,DAY_FLAGPRICE,NEW_USER,NEW_ZEIT,CHG_USER,CHG_ZEIT,DAY_REVENUE,DAY_PRICE,DAY_QTYINVBEG,DAY_QTYEXPENSE,DAY_PRICESTD,DAY_SUMPURCH,DAY_SUMTRSF,DAY_QTYYIELDIN,DAY_SUMYIELD,DAY_USAGEFACTOR,DAY_SUMVATPURCH,DAY_SUMVATTRSF,DAY_VATAVG,DAY_FLAGPRICEEXP,DAY_SUMTRSFOUT
15,252,2026-05-05 00:00:00,3,3,0,0,0,0,0,0,0,0,0,,0.000,0.000,,,1,0,1,2026-05-05 02:00:21,1,2026-05-05 02:00:21,,0.000,0,0,0.000,0,0,0,0,,0,0,0.000,,0
15,266,2026-05-05 00:00:00,13,13,0,0,0,0,0,0,0,0,0,,0.000,0.000,,,1,0,1,2026-05-05 02:00:21,1,2026-05-05 02:00:21,,0.000,0,0,0.000,0,0,0,0,,0,0,0.000,,0
15,270,2026-05-05 00:00:00,15,15,0,0,0,0,0,0,0,0,0,,0.000,0.000,,,1,0,1,2026-05-05 02:00:21,1,2026-05-05 02:00:21,,0.000,0,0,0.000,0,0,0,0,,0,0,0.000,,0
15,276,2026-05-05 00:00:00,45.8469,45.8469,0,0,0,0,0,0,0,0,0,,0.000,0.000,,,1,0,1,2026-05-05 02:00:21,1,2026-05-05 02:00:21,,0.000,0,0,0.000,0,0,0,0,,0,0,0.000,,0
15,277,2026-05-05 00:00:00,3,3,0,0,0,0,0,0,0,0,0,,0.000,0.000,,,1,0,1,2026-05-05 02:00:21,1,2026-05-05 02:00:21,,0.000,0,0,0.000,0,0,0,0,,0,0,0.000,,0
15,278,2026-05-05 00:00:00,4400,4400,0,0,0,0,0,0,0,0,0,,0.000,0.000,,,1,0,1,2026-05-05 02:00:21,1,2026-05-05 02:00:21,,0.000,0,0,0.000,0,0,0,0,,0,0,0.000,,0
15,279,2026-05-05 00:00:00,30,30,0,0,0,0,0,0,0,0,0,,0.000,0.000,,,1,0,1,2026-05-05 02:00:21,1,2026-05-05 02:00:21,,0.000,0,0,0.000,0,0,0,0,,0,0,0.000,,0
15,281,2026-05-05 00:00:00,25,25,0,0,0,0,0,0,0,0,0,,0.000,0.000,,,1,0,1,2026-05-05 02:00:21,1,2026-05-05 02:00:21,,0.000,0,0,0.000,0,0,0,0,,0,0,0.000,,0
15,282,2026-05-05 00:00:00,38,38,0,0,0,0,0,0,0,0,0,,0.000,0.000,,,1,0,1,2026-05-05 02:00:21,1,2026-05-05 02:00:21,,0.000,0,0,0.000,0,0,0,0,,0,0,0.000,,0
15,287,2026-05-05 00:00:00,10,10,0,0,0,0,0,0,0,0,0,,0.000,0.000,,,1,0,1,2026-05-05 02:00:21,1,2026-05-05 02:00:21,,0.000,0,0,0.000,0,0,0,0,,0,0,0.000,,0
15,290,2026-05-05 00:00:00,4.185,4.185,0,0,0,0,0,0,0,0,0,,0.000,0.000,,,1,0,1,2026-05-05 02:00:21,1,2026-05-05 02:00:21,,0.000,0,0,0.000,0,0,0,0,,0,0,0.000,,0
15,294,2026-05-05 00:00:00,12,12,0,0,0,0,0,0,0,0,0,,0.000,0.000,,,1,0,1,2026-05-05 02:00:21,1,2026-05-05 02:00:21,,0.000,0,0,0.000,0,0,0,0,,0,0,0.000,,0
15,303,2026-05-05 00:00:00,2,2,0,0,0,0,0,0,0,0,0,,0.000,0.000,,,1,0,1,2026-05-05 02:00:21,1,2026-05-05 02:00:21,,0.000,0,0,0.000,0,0,0,0,,0,0,0.000,,0
15,307,2026-05-05 00:00:00,96,96,0,0,0,0,0,0,0,0,0,,0.000,0.000,,,1,0,1,2026-05-05 02:00:21,1,2026-05-05 02:00:21,,0.000,0,0,0.000,0,0,0,0,,0,0,0.000,,0
15,314,2026-05-05 00:00:00,500,500,0,0,0,0,0,0,0,0,0,,0.000,0.000,,,1,0,1,2026-05-05 02:00:21,1,2026-05-05 02:00:21,,0.000,0,0,0.000,0,0,0,0,,0,0,0.000,,0
