INV_ID,INP_TYP,ART_ID,VPK_ID,LGP_NR,INP_SOLL,INP_IST,INP_ESP,INP_EKP,INP_VSP,INP_VKP,INP_INFO,INP_DELART,INP_STATUS,INP_WEK,INP_UML,INP_KST,INP_IST0,INP_IST1,INP_IST2,INP_IST3,INP_IST4,INP_IST5,INP_IST6,INP_IST7,INP_IST8,INP_IST9,INP_EP1,INP_EP2,INP_CHANGED,REPLICATED,INP_IST10,SPA_NR,WGR_NR
1,4,626,3,,0,26,0.000,0.000,0,0,,1,0,,,,26,0,0,0,0,0,0,0,0,0,0,0,1,,,103,334
1,4,626,3,,0,26,0.000,0.000,0,0,,1,0,,,,26,0,0,0,0,0,0,0,0,0,0,0,1,,,103,334
1,4,785,3,,0,7,0.000,0.000,0,0,,1,0,,,,7,0,0,0,0,0,0,0,0,0,0,0,1,,,103,334
1,4,785,3,,0,7,0.000,0.000,0,0,,1,0,,,,7,0,0,0,0,0,0,0,0,0,0,0,1,,,103,334
1,4,613,3,,0,10,0.000,0.000,0,0,,1,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,1,,,104,335
1,4,613,3,,0,10,0.000,0.000,0,0,,1,0,,,,10,0,0,0,0,0,0,0,0,0,0,0,1,,,104,335
1,4,610,3,,0,15,0.000,0.000,0,0,,1,0,,,,15,0,0,0,0,0,0,0,0,0,0,0,1,,,103,334
1,4,610,3,,0,15,0.000,0.000,0,0,,1,0,,,,15,0,0,0,0,0,0,0,0,0,0,0,1,,,103,334
1,4,788,3,,0,11,0.000,0.000,0,0,,1,0,,,,11,0,0,0,0,0,0,0,0,0,0,0,1,,,104,335
1,4,788,3,,0,11,0.000,0.000,0,0,,1,0,,,,11,0,0,0,0,0,0,0,0,0,0,0,1,,,104,335
